file_path,valence,arousal,mood
/Volumes/T7 Shield/Emotify/MTG_Full/00/1041500.low.mp3,4.702532,3.452642,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1042000.low.mp3,3.418136,2.865429,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1044300.low.mp3,3.003903,2.687788,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1045700.low.mp3,4.601978,3.538791,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1045800.low.mp3,6.017273,6.116776,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1046600.low.mp3,6.741501,6.528834,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1048300.low.mp3,3.971696,3.380605,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1051500.low.mp3,7.134787,7.162654,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1052800.low.mp3,5.219141,4.0425,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1053400.low.mp3,6.488036,6.199408,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1053500.low.mp3,7.113875,6.771994,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1056400.low.mp3,6.273035,4.71913,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1060000.low.mp3,5.648923,4.259209,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1060600.low.mp3,5.631797,4.037009,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1062500.low.mp3,4.715369,4.089885,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1062600.low.mp3,4.017326,3.438214,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1063200.low.mp3,4.016918,3.068879,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1066500.low.mp3,6.705033,5.578761,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1069500.low.mp3,5.281001,3.960373,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1070600.low.mp3,4.521262,4.046435,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1071300.low.mp3,4.72845,4.111102,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1072900.low.mp3,5.578323,5.914289,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1073700.low.mp3,4.169196,4.224664,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1075200.low.mp3,5.204913,4.661606,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1076600.low.mp3,4.071625,3.474058,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1079300.low.mp3,5.593717,6.53037,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1081000.low.mp3,3.987213,2.895924,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1082100.low.mp3,3.480463,2.86,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1083100.low.mp3,2.874504,2.936477,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1085600.low.mp3,5.822553,4.761808,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1085700.low.mp3,5.251608,4.058577,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1086300.low.mp3,5.887299,4.046575,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1086700.low.mp3,5.789748,5.824924,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1087100.low.mp3,6.522487,5.286825,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1088000.low.mp3,5.515528,6.07902,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1089300.low.mp3,5.467895,4.517171,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1090200.low.mp3,4.154068,4.148413,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1090700.low.mp3,3.259135,3.107778,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1093500.low.mp3,4.581693,5.450219,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/1098500.low.mp3,5.982264,5.252951,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1100.low.mp3,5.776501,6.839769,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1100200.low.mp3,4.123191,2.560796,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1102300.low.mp3,7.323892,6.560392,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1103000.low.mp3,6.227522,6.744198,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1103300.low.mp3,3.83942,4.032582,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1105300.low.mp3,4.565126,3.476416,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1105600.low.mp3,5.747178,4.593103,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/11100.low.mp3,6.932918,6.059702,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1110300.low.mp3,4.736819,3.201842,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1110500.low.mp3,5.751213,3.989834,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1114500.low.mp3,4.25733,4.269595,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1115100.low.mp3,5.864657,5.814944,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1115400.low.mp3,6.054696,4.545896,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/111600.low.mp3,3.477815,4.306677,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1116400.low.mp3,4.589708,2.986104,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1118600.low.mp3,2.430637,2.93885,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1119900.low.mp3,4.007144,3.0987,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1121400.low.mp3,8.510651,7.779387,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1124800.low.mp3,7.371929,7.273479,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1125100.low.mp3,7.727211,8.231353,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1125400.low.mp3,2.445226,2.077223,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1126700.low.mp3,6.895753,6.08847,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1129800.low.mp3,3.170499,2.876562,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1131100.low.mp3,5.894047,7.150145,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1132200.low.mp3,7.197227,7.216939,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1133100.low.mp3,3.634105,4.099326,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1134300.low.mp3,6.248526,6.91877,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1135200.low.mp3,3.530893,2.34087,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1138700.low.mp3,6.129653,6.281415,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/114200.low.mp3,5.656792,4.070415,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1143800.low.mp3,4.359086,4.727744,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1149700.low.mp3,6.834621,7.313364,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1155000.low.mp3,5.537916,6.736073,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1155900.low.mp3,5.459257,6.199142,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1156400.low.mp3,6.212033,5.917984,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1157600.low.mp3,5.705317,6.863347,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1158200.low.mp3,4.380377,3.470757,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1159700.low.mp3,6.107192,6.013208,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1160600.low.mp3,7.153784,7.298741,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1162100.low.mp3,5.697475,4.674788,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1162700.low.mp3,6.546612,4.760736,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1164200.low.mp3,5.877119,5.295027,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1165400.low.mp3,5.649407,5.251348,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/116600.low.mp3,3.050815,2.725398,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1166100.low.mp3,7.042212,5.463799,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1167300.low.mp3,6.423635,6.040181,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1169400.low.mp3,5.435181,6.514983,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1169700.low.mp3,5.232517,4.161832,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/11700.low.mp3,3.508483,2.737353,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1170400.low.mp3,4.044606,3.423135,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/117100.low.mp3,3.711825,2.748821,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/117300.low.mp3,3.722136,1.788713,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1173500.low.mp3,3.976296,3.045036,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/117800.low.mp3,3.322927,3.479749,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1178100.low.mp3,5.544995,4.396909,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1182600.low.mp3,3.117396,2.482125,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1189900.low.mp3,5.895437,6.263978,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1194000.low.mp3,4.2474,4.682672,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1195900.low.mp3,6.653198,5.768406,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1196900.low.mp3,4.656135,7.406925,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/1197000.low.mp3,5.892764,6.09187,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1202100.low.mp3,6.016349,4.735019,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1205700.low.mp3,6.500975,5.649328,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1208600.low.mp3,5.890405,5.323604,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1209800.low.mp3,4.402587,3.745752,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1210700.low.mp3,6.820426,6.260468,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1211600.low.mp3,4.108748,3.706199,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1221000.low.mp3,3.918037,3.779868,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1221300.low.mp3,4.508892,3.399801,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1222000.low.mp3,5.954247,4.115464,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1222900.low.mp3,4.565571,3.894755,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1223700.low.mp3,6.587976,5.961668,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1226100.low.mp3,5.27973,7.072003,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1226700.low.mp3,5.264726,4.16323,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1227500.low.mp3,4.508708,3.731294,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1231100.low.mp3,3.442716,3.245423,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1234500.low.mp3,7.381165,6.870711,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1235700.low.mp3,6.006148,5.306284,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1236300.low.mp3,5.480883,5.63623,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1236400.low.mp3,6.295571,5.477883,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1242000.low.mp3,5.25234,3.725773,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/124700.low.mp3,5.554852,4.727659,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1248600.low.mp3,4.267908,3.455097,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1249300.low.mp3,5.9442,5.353281,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1251300.low.mp3,4.738562,3.865257,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1266300.low.mp3,3.966391,3.061796,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1266500.low.mp3,4.277005,2.957183,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1266900.low.mp3,4.709528,4.137715,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1269900.low.mp3,7.546787,6.241928,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1270100.low.mp3,4.267957,3.407017,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1274300.low.mp3,5.301448,4.635141,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1275300.low.mp3,5.404084,4.254396,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/127600.low.mp3,5.22572,4.610068,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1277800.low.mp3,2.599663,4.360488,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1278600.low.mp3,6.386843,7.120086,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1281100.low.mp3,3.276973,2.635676,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1282300.low.mp3,7.000226,5.341209,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/128300.low.mp3,3.349153,2.509416,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1283000.low.mp3,5.974165,6.447594,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1283300.low.mp3,4.401997,4.451675,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1288500.low.mp3,6.33536,5.643641,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1288900.low.mp3,5.344403,5.809446,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1289300.low.mp3,4.67479,3.63898,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1291200.low.mp3,5.385073,5.614338,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1294000.low.mp3,5.298506,4.140574,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1294600.low.mp3,6.944999,7.093233,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1297200.low.mp3,6.840873,6.413399,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1300000.low.mp3,6.458273,6.781265,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1300500.low.mp3,4.310431,4.198244,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1303000.low.mp3,6.84568,7.266216,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1304400.low.mp3,7.173699,6.95235,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/130500.low.mp3,6.583635,8.092917,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1307200.low.mp3,4.272154,4.066901,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1309600.low.mp3,4.633318,4.334612,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1311300.low.mp3,6.377798,6.963272,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1314300.low.mp3,4.798735,5.37742,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/131600.low.mp3,4.59032,2.916986,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1317800.low.mp3,5.537763,5.640892,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1317900.low.mp3,6.086505,7.612293,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1319500.low.mp3,6.250504,7.295536,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1320000.low.mp3,5.277266,4.640363,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1321300.low.mp3,7.676338,7.787045,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1323600.low.mp3,6.819465,5.827414,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1326800.low.mp3,6.067959,5.356815,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1327700.low.mp3,2.959774,1.853938,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1330200.low.mp3,5.467006,6.527823,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1330500.low.mp3,4.208008,3.250062,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/133100.low.mp3,6.449238,6.859262,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1333600.low.mp3,6.358418,6.399384,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1333700.low.mp3,7.111136,6.835174,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1333800.low.mp3,7.448283,7.904209,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1335500.low.mp3,4.747515,5.70501,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/133600.low.mp3,6.305544,6.768669,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1336900.low.mp3,4.645112,3.883201,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1337900.low.mp3,3.477061,2.819426,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1339600.low.mp3,6.672613,7.387002,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1339700.low.mp3,4.21601,2.332668,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/13400.low.mp3,5.315692,4.073379,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1340000.low.mp3,6.748926,8.741742,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1343400.low.mp3,5.821481,6.363197,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1346200.low.mp3,5.47688,4.357145,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1346600.low.mp3,3.663758,6.191119,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/1348600.low.mp3,4.229099,3.535285,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1349100.low.mp3,4.752737,4.645033,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1352700.low.mp3,5.303836,6.222895,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1353300.low.mp3,5.684378,5.927912,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1354100.low.mp3,7.43882,6.833465,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1355200.low.mp3,6.511863,5.329168,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1356500.low.mp3,3.728164,3.690555,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1357000.low.mp3,6.48528,6.451038,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1357400.low.mp3,4.664214,2.969769,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1357700.low.mp3,6.432913,5.640833,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1359900.low.mp3,5.440361,5.439778,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1365200.low.mp3,6.332409,7.049439,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1366000.low.mp3,6.939624,5.542718,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1366700.low.mp3,4.095165,3.057873,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1367200.low.mp3,6.742989,6.532869,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1368300.low.mp3,4.784871,5.653327,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/1368400.low.mp3,6.102501,7.034097,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1371500.low.mp3,7.799406,6.922276,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1371700.low.mp3,6.409666,6.347054,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1371800.low.mp3,6.078391,5.683243,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1372100.low.mp3,3.239336,3.663883,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1372200.low.mp3,5.68592,6.141295,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1374300.low.mp3,5.21548,3.606293,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1374700.low.mp3,5.226905,5.50969,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1375800.low.mp3,6.092021,6.599841,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1377100.low.mp3,4.297307,3.08214,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1378100.low.mp3,6.490607,7.456305,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1378200.low.mp3,5.887458,5.916056,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1378900.low.mp3,5.619584,6.481071,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1380500.low.mp3,6.103873,5.624516,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1380600.low.mp3,3.099327,3.290505,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1381000.low.mp3,7.078838,7.205947,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1383900.low.mp3,6.23886,7.528956,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1385200.low.mp3,6.376557,5.837743,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1385300.low.mp3,3.72534,2.093451,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1385600.low.mp3,7.399601,6.644942,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1388000.low.mp3,4.698422,5.602739,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/1388600.low.mp3,4.639406,3.71853,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1393000.low.mp3,3.788942,2.661025,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1393100.low.mp3,5.239137,4.664481,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1393400.low.mp3,5.95441,6.742657,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1393900.low.mp3,6.331916,7.052325,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1394400.low.mp3,4.204754,4.528336,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1395100.low.mp3,3.655995,3.12619,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1397900.low.mp3,5.904961,5.880929,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1398500.low.mp3,4.349701,2.774008,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1400500.low.mp3,4.233736,2.889845,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1400600.low.mp3,4.799964,4.734832,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1400800.low.mp3,2.515863,2.352165,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1404900.low.mp3,6.094274,5.571792,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1406200.low.mp3,6.206111,5.924223,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1406400.low.mp3,4.534977,3.721595,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1408400.low.mp3,6.835736,5.561709,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1410600.low.mp3,6.169275,5.611135,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1412200.low.mp3,3.769161,3.69545,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1413400.low.mp3,5.456185,5.294187,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1414100.low.mp3,5.96419,5.764443,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1414200.low.mp3,7.930393,6.819644,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1415800.low.mp3,4.196836,3.449851,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1416000.low.mp3,5.296409,3.811175,Pleasure
/Volumes/T7 Shield/Emotify/MTG_Full/00/1416200.low.mp3,3.475925,2.486624,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1417800.low.mp3,3.771569,4.248269,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/141800.low.mp3,3.110822,3.021196,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1418000.low.mp3,4.567293,4.208122,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1420500.low.mp3,6.78764,6.740981,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1420600.low.mp3,6.19808,5.971876,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1420700.low.mp3,6.90413,6.591421,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1420800.low.mp3,3.632059,2.508847,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/142200.low.mp3,4.485373,3.506187,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/14300.low.mp3,5.620106,4.370028,Pleasure
