file_path,mood_Joy,mood_Anger,mood_Pleasure,mood_Sadness
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1063200.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1066500.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1069500.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1070600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1071300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1072900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1073700.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1075200.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1076600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1079300.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1081000.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1082100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1083100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1085600.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1085700.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1086300.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1086700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1087100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1088000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1089300.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1090200.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1090700.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1093500.low.npy,0,1,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1098500.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1100200.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1102300.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1103000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1103300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1105300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1105600.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/11100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1110300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1110500.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1114500.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1115100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1115400.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/111600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1116400.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1118600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1119900.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1121400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1124800.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1125100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1125400.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1126700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1129800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1131100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1132200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1133100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1134300.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1135200.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1138700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/114200.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1143800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1149700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1155000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1155900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1156400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1157600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1158200.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1159700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1160600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1162100.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1162700.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1164200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1165400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/116600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1166100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1167300.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1169400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1169700.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/11700.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1170400.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/117100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/117300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1173500.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/117800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1178100.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1182600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1189900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1194000.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1195900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1196900.low.npy,0,1,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1197000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1202100.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1205700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1208600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1209800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1210700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1211600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1221000.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1221300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1222000.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1222900.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1223700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1226100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1226700.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1227500.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1231100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1234500.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1235700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1236300.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1236400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1242000.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/124700.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1248600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1249300.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1251300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1266300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1266500.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1266900.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1269900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1270100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1274300.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1275300.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/127600.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1277800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1278600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1281100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1282300.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/128300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1283000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1283300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1288500.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1288900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1289300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1291200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1294000.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1294600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1297200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1300000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1300500.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1303000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1304400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/130500.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1307200.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1309600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1311300.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1314300.low.npy,0,1,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/131600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1317800.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1317900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1319500.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1320000.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1321300.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1323600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1326800.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1327700.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1330200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1330500.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/133100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1333600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1333700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1333800.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1335500.low.npy,0,1,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/133600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1336900.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1337900.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1339600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1339700.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/13400.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1340000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1343400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1346200.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1346600.low.npy,0,1,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1348600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1349100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1352700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1353300.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1354100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1355200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1356500.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1357000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1357400.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1357700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1359900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1365200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1366000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1366700.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1367200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1368300.low.npy,0,1,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1368400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1371500.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1371700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1371800.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1372100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1372200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1374300.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1374700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1375800.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1377100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1378100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1378200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1378900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1380500.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1380600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1381000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1383900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1385200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1385300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1385600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1388000.low.npy,0,1,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1388600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1393000.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1393100.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1393400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1393900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1394400.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1395100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1397900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1398500.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1400500.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1400600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1400800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1404900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1406200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1406400.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1408400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1410600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1412200.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1413400.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1414100.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1414200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1415800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1416000.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1416200.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1417800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/141800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1418000.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1420500.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1420600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1420700.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/1420800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/142200.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/14300.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/146600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/149800.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/151100.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/153400.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/153600.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/16000.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/165900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/166300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/166400.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/167300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/168800.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/170000.low.npy,0,0,1,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/174900.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/175300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/184600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/18500.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/19200.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/192600.low.npy,1,0,0,0
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/195300.low.npy,0,0,0,1
/Volumes/T7 Shield/Emotify/MTG_Full_MERT/00/199300.low.npy,1,0,0,0
