file_path,valence,arousal,mood
/Volumes/T7 Shield/Emotify/MTG_Full/00/1103300.low.mp3,3.822138,3.854242,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1105300.low.mp3,3.693876,3.802016,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1105600.low.mp3,4.389716,4.640597,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1109900.low.mp3,4.444703,4.746269,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/11100.low.mp3,5.26194,5.102226,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1110000.low.mp3,5.564289,5.406322,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1110300.low.mp3,3.673609,3.793716,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1110500.low.mp3,4.081604,4.454012,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1112000.low.mp3,3.807712,4.035229,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1114500.low.mp3,5.4283,5.609595,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1115100.low.mp3,5.261652,5.530675,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1115400.low.mp3,4.467732,4.452103,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1115700.low.mp3,5.189142,5.429737,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/111600.low.mp3,4.723203,4.840411,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1116400.low.mp3,3.40233,3.400643,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1118600.low.mp3,3.339535,3.5099,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1119900.low.mp3,3.450828,3.343817,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1121400.low.mp3,6.272161,6.392802,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1125100.low.mp3,6.144562,6.36125,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1125400.low.mp3,3.622093,3.501753,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1129800.low.mp3,3.816355,3.748407,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1131100.low.mp3,5.450593,5.807066,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1132200.low.mp3,5.821826,5.891291,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1133100.low.mp3,4.046255,4.45315,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1134300.low.mp3,5.416667,5.498565,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1135200.low.mp3,3.917201,3.661474,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1138700.low.mp3,5.364673,5.456992,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/114200.low.mp3,4.008705,3.618725,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1143800.low.mp3,3.973252,3.993492,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1149700.low.mp3,5.854764,5.952962,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1150900.low.mp3,5.358146,5.272149,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1154900.low.mp3,5.118394,5.200679,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1155000.low.mp3,5.720546,5.898281,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1156400.low.mp3,5.25043,5.382198,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1157600.low.mp3,5.276183,5.552659,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1158200.low.mp3,4.680231,4.523496,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1159700.low.mp3,5.284962,5.188159,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1160600.low.mp3,6.225588,6.258829,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1162100.low.mp3,4.501962,4.58475,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1162600.low.mp3,4.320539,4.34049,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1162700.low.mp3,4.135077,4.273455,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1163000.low.mp3,4.163085,4.325931,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1164200.low.mp3,4.842889,5.412627,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/1165400.low.mp3,5.287481,5.208485,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1165500.low.mp3,5.229836,5.26581,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/116600.low.mp3,3.903882,3.728053,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1166100.low.mp3,5.153656,5.607922,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1167300.low.mp3,5.940915,6.264985,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1169400.low.mp3,5.266473,5.911388,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/11700.low.mp3,4.321005,4.295135,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1170400.low.mp3,4.083649,4.22513,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1170600.low.mp3,4.411509,4.624264,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/117100.low.mp3,4.444118,4.435612,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1171700.low.mp3,4.592652,4.654819,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/117300.low.mp3,3.413583,3.408864,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1173500.low.mp3,3.849653,3.951374,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/117800.low.mp3,4.128456,3.914584,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1178800.low.mp3,4.767217,5.110464,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/1182600.low.mp3,3.649812,3.549953,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1189900.low.mp3,5.460837,5.801022,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1194000.low.mp3,4.453638,4.564225,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1194600.low.mp3,5.320196,5.354108,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1194700.low.mp3,4.685686,4.549053,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1195900.low.mp3,5.44641,5.546529,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1197000.low.mp3,5.485921,5.647383,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1209800.low.mp3,4.111508,4.191408,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/12100.low.mp3,5.510293,5.670719,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1210700.low.mp3,5.652622,5.63741,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1211600.low.mp3,3.966856,3.627395,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1211800.low.mp3,5.136007,5.129898,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1219600.low.mp3,3.988173,3.901436,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1221000.low.mp3,3.992918,4.082601,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1221300.low.mp3,3.70168,4.009837,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1222000.low.mp3,4.706763,4.880238,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1222900.low.mp3,4.374724,4.422149,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1223700.low.mp3,5.227793,5.39303,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1225500.low.mp3,4.785806,4.73187,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1226100.low.mp3,5.872659,5.854256,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1226700.low.mp3,4.53059,4.659994,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1226800.low.mp3,4.216078,4.380411,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1227500.low.mp3,4.322341,4.344001,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1231100.low.mp3,4.094247,3.863172,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1231600.low.mp3,4.12581,4.03267,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1234500.low.mp3,5.750842,6.074765,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1235600.low.mp3,4.827874,4.802813,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1235700.low.mp3,5.362795,5.468474,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1236400.low.mp3,5.4296,5.473805,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1242000.low.mp3,3.858423,3.919227,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/124700.low.mp3,5.315701,5.490473,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1248600.low.mp3,4.726161,4.603383,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1249300.low.mp3,5.447161,5.777484,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1250200.low.mp3,5.21422,5.762016,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1251300.low.mp3,4.547472,4.52373,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1257400.low.mp3,4.878261,4.797953,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1266300.low.mp3,4.08363,3.777422,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1266500.low.mp3,4.140265,4.136234,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1266900.low.mp3,4.567063,4.380459,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1269900.low.mp3,5.787652,6.054052,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1270100.low.mp3,4.525504,4.650206,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1273900.low.mp3,5.700091,5.654487,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1274100.low.mp3,5.101077,5.304385,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1274300.low.mp3,4.748662,4.538791,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1275300.low.mp3,4.699749,4.709943,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1277700.low.mp3,4.769284,4.838001,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1277800.low.mp3,4.445743,4.644922,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1278600.low.mp3,6.006647,6.042826,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1279600.low.mp3,4.752304,5.217462,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/1281100.low.mp3,3.723399,3.799609,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/128300.low.mp3,3.461155,3.536826,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1283000.low.mp3,5.121824,5.223241,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1283300.low.mp3,4.687106,4.58725,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1284300.low.mp3,4.338178,4.709223,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1288400.low.mp3,5.540026,5.751994,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1288500.low.mp3,5.207661,5.214049,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1288900.low.mp3,5.437574,5.641877,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1289300.low.mp3,3.767701,3.834717,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1291200.low.mp3,5.637995,5.814957,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1294000.low.mp3,4.372867,4.245842,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1294600.low.mp3,5.563975,5.838249,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1295900.low.mp3,5.836311,5.811457,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1297200.low.mp3,5.797822,6.070918,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1300000.low.mp3,5.730885,5.914333,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1300500.low.mp3,3.843253,3.641995,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1303000.low.mp3,5.333925,5.933071,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1304400.low.mp3,5.47094,5.906769,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/130500.low.mp3,6.554386,6.151513,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1307200.low.mp3,4.280997,4.107864,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1309600.low.mp3,4.781952,5.228428,Anger
/Volumes/T7 Shield/Emotify/MTG_Full/00/1310500.low.mp3,4.738188,4.756736,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1311300.low.mp3,6.493442,6.476268,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1313000.low.mp3,4.233757,4.218507,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1314100.low.mp3,4.430864,4.672101,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1314300.low.mp3,4.850518,4.704772,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1315900.low.mp3,4.854413,4.790732,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/131600.low.mp3,4.462227,4.287218,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1317900.low.mp3,5.418995,5.861639,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1319500.low.mp3,6.346511,6.317164,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1321300.low.mp3,5.876886,6.056772,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1323600.low.mp3,5.300146,5.296225,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1324900.low.mp3,4.755865,4.826342,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1326800.low.mp3,5.707313,5.849951,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1327700.low.mp3,3.549035,3.395243,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1330500.low.mp3,3.845544,3.821706,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/133100.low.mp3,5.892854,5.981986,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1332600.low.mp3,5.335074,5.774702,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1333600.low.mp3,5.851226,5.983111,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1333700.low.mp3,5.828004,6.16242,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1333800.low.mp3,6.299061,6.463809,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1335500.low.mp3,5.536819,5.672007,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/133600.low.mp3,5.38772,5.990888,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1336900.low.mp3,4.761181,4.743984,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1337900.low.mp3,4.084072,4.21597,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1339600.low.mp3,6.677924,6.60408,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1339700.low.mp3,3.307761,3.451619,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/13400.low.mp3,4.117998,4.073782,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1340000.low.mp3,5.331396,6.0038,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1343400.low.mp3,5.407698,5.833171,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1345300.low.mp3,4.540678,4.865224,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1346500.low.mp3,4.362171,4.745739,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1346600.low.mp3,3.626048,3.983082,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1347100.low.mp3,4.746895,4.51492,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1348600.low.mp3,4.050495,3.553996,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1349100.low.mp3,5.251356,5.380736,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1352700.low.mp3,5.127316,5.344219,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1353300.low.mp3,6.023863,6.205149,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1354100.low.mp3,5.702878,6.094992,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1357000.low.mp3,5.544493,5.63985,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1357400.low.mp3,3.358756,3.675881,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1357700.low.mp3,5.181541,5.377125,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1359900.low.mp3,5.294028,5.252522,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1363600.low.mp3,5.25949,5.283926,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1365200.low.mp3,5.900352,6.226484,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1366000.low.mp3,5.228329,5.499535,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1366700.low.mp3,3.812716,3.783326,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1367200.low.mp3,5.460295,5.777865,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1368300.low.mp3,5.463798,5.564221,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1368400.low.mp3,6.104956,6.285153,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1371500.low.mp3,5.634737,5.883837,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1371700.low.mp3,5.229141,5.668653,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1371800.low.mp3,5.655863,5.684163,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1372100.low.mp3,3.7786,3.901344,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1372200.low.mp3,5.52279,5.686104,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1372500.low.mp3,4.533987,4.751688,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1374300.low.mp3,3.484745,3.464584,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1375200.low.mp3,4.058501,3.61961,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1375800.low.mp3,6.078511,6.326851,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1377100.low.mp3,3.693438,3.73281,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1378100.low.mp3,6.389799,5.954827,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1378200.low.mp3,5.253408,5.613029,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1378900.low.mp3,6.238603,6.217709,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1379100.low.mp3,4.808916,4.638644,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1380500.low.mp3,5.450377,5.346,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1380600.low.mp3,3.997619,3.709985,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1381000.low.mp3,5.800153,6.049844,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1383900.low.mp3,6.030324,5.814651,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1385200.low.mp3,5.494172,5.963072,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1385300.low.mp3,3.288051,3.507865,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1385600.low.mp3,5.913978,6.088572,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1388000.low.mp3,5.172929,5.187321,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1388600.low.mp3,4.594894,4.492978,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1393000.low.mp3,3.863534,3.955998,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1393100.low.mp3,5.119609,5.101373,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1393400.low.mp3,5.37774,6.221441,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1393900.low.mp3,6.042767,6.24404,Joy
/Volumes/T7 Shield/Emotify/MTG_Full/00/1395100.low.mp3,3.712184,3.715067,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1395500.low.mp3,4.751708,4.800253,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1396500.low.mp3,3.758358,4.280794,Sadness
/Volumes/T7 Shield/Emotify/MTG_Full/00/1398100.low.mp3,4.18944,4.022864,Sadness
